"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"27","GTD","Luca Persiani","3","2:09.086","8:34.047","Green","Track","5.409","10.394","20.923","0.509","23.274","29.567","21.753","12.346","4.911","161.524"
"9","GTD","Matt Bell","3","2:08.202","8:45.932","Green","Track","5.460","10.358","20.936","0.520","23.069","29.207","21.397","12.328","4.927","158.108"
"73","GTD","Patrick Lindsey","3","2:13.338","8:57.959","Green","Track","6.066","11.351","21.513","0.517","24.129","30.460","21.958","12.427","4.917","159.025"
"33","GTD","Ben Keating","4","2:08.166","9:02.806","Green","Track","5.380","10.509","20.677","0.505","23.294","29.243","21.364","12.333","4.861","162.804"
"63","GTD","Christina Nielsen","4","2:10.428","9:09.628","Green","Track","5.516","10.412","20.975","0.520","23.565","30.275","21.892","12.327","4.946","158.108"
"44","GTD","John Potter","4","2:10.014","9:12.220","Green","Track","5.487","10.429","21.071","0.516","23.577","29.647","21.689","12.622","4.976","159.333"
"96","GTD","Bret Curtis","4","2:17.432","9:20.655","Green","Track","5.417","10.548","23.513","0.570","25.438","31.730","22.588","12.721","4.907","144.238"
"23","GTD","Alex Riberas","3","2:07.520","9:24.823","Green","Track","5.475","10.285","20.770","0.515","22.854","29.077","21.320","12.303","4.921","159.643"
"97","GTD","Michael Marsal","4","2:09.290","9:34.322","Green","Track","5.458","10.394","20.926","0.516","23.326","29.607","21.878","12.290","4.895","159.333"
"6","GTD","Andrew Davis","4","2:07.814","9:39.762","Green","Track","5.454","10.278","20.768","0.514","23.220","29.082","21.061","12.455","4.982","159.953"
"16","GTD","Spencer Pumpelly","4","2:08.356","9:54.873","Green","Track","5.348","10.349","20.745","0.504","23.140","29.659","21.464","12.265","4.882","163.127"
"80","GTD","Dan Knox","4","2:12.223","9:55.896","Green","Track","5.424","10.688","21.247","0.513","24.138","30.332","22.317","12.708","4.856","160.265"
"48","GTD","Madison Snow","4","2:08.514","9:59.512","Green","Track","5.377","10.438","20.855","0.504","23.040","29.403","21.547","12.455","4.895","163.127"
"77","GTD","David MacNeil","4","2:15.736","10:36.204","Green","Track","5.512","11.071","21.518","0.517","24.695","31.538","22.910","12.977","4.998","159.025"
"27","GTD","Luca Persiani","4","2:08.334","10:42.381","Green","Track","5.397","10.390","20.828","0.509","23.292","29.327","21.297","12.370","4.924","161.524"
"9","GTD","Matt Bell","4","2:07.893","10:53.825","Green","Track","5.446","10.483","20.806","0.517","23.065","29.108","21.197","12.341","4.930","159.025"
"22","GTD","Cooper MacNeil","4","3:08.093","11:07.000","Green","Pit","5.472","10.480","20.935","0.512","23.172","29.596","22.631","18.070","57.225","160.578"
