"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"9","GTD","Lawson Aschenbach","7","1:27.584","10:18.263","Green","Track","5.933","3.865","23.315","23.275","8.109","0.732","21.444","0.911","118.294"
"23","GTD","Mario Farnbacher","7","1:22.546","10:23.469","Green","Track","6.067","3.882","21.515","21.866","7.663","0.559","19.992","1.002","154.903"
"96","GTD","Bret Curtis","7","1:23.172","10:26.640","Green","Track","6.124","3.986","22.135","22.186","7.578","0.557","19.677","0.929","155.459"
"33","GTD","Jeroen Bleekemolen","7","1:51.973","10:36.834","Green","Track","7.486","4.994","31.026","27.288","10.992","0.716","28.171","1.300","120.937"
"44","GTD","John Potter","7","1:22.973","10:59.551","Green","Track","6.094","3.835","21.993","22.010","7.710","0.564","19.842","0.925","153.530"
"16","GTD","Corey Lewis","7","1:22.474","11:04.223","Green","Track","6.074","3.944","21.869","22.114","7.582","0.552","19.399","0.940","156.868"
"27","GTD","Paolo Ruberti","7","1:58.068","11:05.121","Green","Pit","6.146","3.981","22.319","22.321","7.666","0.619","23.264","31.752","139.888"
"73","GTD","Matthew McMurry","7","1:24.985","11:29.671","Green","Track","6.076","3.942","22.695","22.335","7.573","0.556","20.810","0.998","155.739"
"6","GTD","Robin Liddell","8","1:22.374","11:32.809","Green","Track","5.975","3.831","21.824","22.122","7.698","0.562","19.447","0.915","154.076"
"63","GTD","Christina Nielsen","8","1:22.246","11:35.442","Green","Track","6.054","3.893","22.020","21.932","7.572","0.556","19.307","0.912","155.739"
"9","GTD","Lawson Aschenbach","8","1:22.743","11:41.006","Green","Track","5.971","3.915","22.099","22.201","7.633","0.559","19.465","0.900","154.903"
"96","GTD","Bret Curtis","8","1:23.074","11:49.714","Green","Track","5.982","3.902","21.927","22.492","7.593","0.556","19.697","0.925","155.739"
"23","GTD","Mario Farnbacher","8","1:53.804","12:17.273","Green","Pit","6.677","4.040","22.917","26.353","10.240","0.761","29.935","12.881","113.786"
"44","GTD","John Potter","8","1:23.036","12:22.587","Green","Track","6.142","3.835","21.995","22.140","7.690","0.562","19.748","0.924","154.076"
"33","GTD","Jeroen Bleekemolen","8","1:48.921","12:25.755","Green","Track","8.224","4.670","28.957","27.521","10.988","0.863","26.482","1.216","100.337"
"16","GTD","Corey Lewis","8","1:22.231","12:26.454","Green","Track","6.046","3.921","21.784","22.100","7.557","0.550","19.343","0.930","157.438"
"27","GTD","Paolo Ruberti","8","1:43.569","12:48.690","Green","Track","23.591","5.717","23.594","22.165","7.605","0.555","19.402","0.940","156.020"
"6","GTD","Robin Liddell","9","1:22.675","12:55.484","Green","Track","5.938","3.781","21.873","22.330","7.687","0.561","19.593","0.912","154.351"
"63","GTD","Christina Nielsen","9","1:22.103","12:57.545","Green","Track","6.020","3.897","21.905","21.937","7.579","0.556","19.298","0.911","155.739"
"9","GTD","Lawson Aschenbach","9","1:22.130","13:03.136","Green","Track","5.886","3.841","21.923","22.040","7.637","0.557","19.343","0.903","155.459"
"96","GTD","Bret Curtis","9","1:23.122","13:12.836","Green","Track","6.095","3.898","22.131","22.277","7.584","0.556","19.634","0.947","155.739"
"44","GTD","John Potter","9","1:44.681","14:07.268","Green","Pit","6.089","3.908","28.323","23.961","8.156","0.645","24.044","9.555","134.249"
"27","GTD","Paolo Ruberti","9","1:22.921","14:11.611","Green","Track","6.131","3.961","22.218","22.113","7.616","0.557","19.383","0.942","155.459"
"6","GTD","Robin Liddell","10","1:22.541","14:18.025","Green","Track","5.931","3.827","21.824","22.262","7.695","0.562","19.517","0.923","154.076"
"33","GTD","Jeroen Bleekemolen","9","1:53.082","14:18.837","Green","Pit","8.246","4.533","27.748","25.868","9.714","0.769","26.108","10.096","112.602"
"9","GTD","Lawson Aschenbach","10","1:24.632","14:27.768","Green","Track","5.866","3.877","21.726","22.015","7.645","0.559","21.892","1.052","154.903"
"63","GTD","Christina Nielsen","10","1:34.081","14:31.626","Green","Pit","5.968","3.910","21.993","22.082","7.677","0.571","22.369","9.511","151.648"
"96","GTD","Bret Curtis","10","1:41.568","14:54.404","Green","Pit","6.767","4.232","25.299","24.124","7.830","0.628","23.245","9.443","137.884"
"27","GTD","Paolo Ruberti","10","1:22.859","15:34.470","Finish","Track","6.062","4.069","22.038","22.209","7.644","0.558","19.340","0.939","155.181"
"6","GTD","Robin Liddell","11","1:22.680","15:40.705","Finish","Track","5.963","3.818","21.907","22.240","7.723","0.563","19.542","0.924","153.803"
"9","GTD","Lawson Aschenbach","11","1:38.357","16:06.125","Finish","Pit","6.789","4.155","24.883","23.220","7.786","0.577","21.605","9.342","150.071"
"16","GTD","Corey Lewis","9","4:27.573","16:54.027","Finish","Pit","6.010","3.950","22.635","22.187","7.586","0.552","20.738","183.915","156.868"
"73","GTD","Matthew McMurry","8","5:47.126","17:16.797","Finish","Pit","6.482","4.209","23.107","25.293","8.889","0.632","23.364","255.150","137.011"
"66","GTLM","Joey Hand","1","26:35.607","26:35.607","Green","Track","441.490","6.055","24.901","22.765","7.554","0.551","19.583","0.945","157.152"
"3","GTLM","Antonio Garcia","1","26:36.657","26:36.657","Green","Track","0.000","6.692","27.869","22.936","7.600","0.552","20.693","0.963","156.868"
"912","GTLM","Earl Bamber","1","26:44.380","26:44.380","Green","Track","0.000","6.477","28.402","23.252","7.636","0.562","20.805","1.014","154.076"
"62","GTLM","Toni Vilander","1","26:58.004","26:58.004","Green","Track","0.000","6.693","29.247","23.840","7.786","0.568","20.317","1.005","152.449"
"911","GTLM","Nick Tandy","1","27:30.949","27:30.949","Green","Track","0.000","6.138","26.241","23.200","7.738","0.569","20.562","0.968","152.181"
"66","GTLM","Joey Hand","2","1:21.135","27:56.742","Green","Track","6.245","3.818","21.532","21.334","7.644","0.564","19.098","0.900","153.530"
"3","GTLM","Antonio Garcia","2","1:23.410","28:00.067","Green","Track","6.229","3.880","22.626","22.068","7.602","0.557","19.562","0.886","155.459"
"912","GTLM","Earl Bamber","2","1:25.471","28:09.851","Green","Track","6.473","4.189","23.538","22.212","7.578","0.555","19.966","0.960","156.020"
"62","GTLM","Toni Vilander","2","1:22.039","28:20.043","Green","Track","6.349","3.967","22.432","21.438","7.623","0.559","18.785","0.886","154.903"
"25","GTLM","Bill Auberlen","1","28:35.999","28:35.999","Green","Track","0.000","5.928","25.427","22.144","7.641","0.564","19.554","0.901","153.530"
"68","GTLM","Daniel Serra","1","28:43.240","28:43.240","Green","Track","0.000","6.500","26.679","22.480","7.783","0.606","19.837","0.903","142.889"
"911","GTLM","Nick Tandy","2","1:25.308","28:56.257","Green","Track","6.268","4.055","23.100","23.274","7.788","0.564","19.337","0.922","153.530"
"67","GTLM","Richard Westbrook","1","29:03.242","29:03.242","Green","Track","579.448","5.936","25.958","22.733","7.778","0.626","21.165","0.956","138.324"
"100","GTLM","John Edwards","1","29:07.841","29:07.841","Green","Track","0.000","6.219","24.761","24.961","14.175","1.123","26.971","0.931","77.107"
"66","GTLM","Joey Hand","3","1:18.876","29:15.618","Green","Track","5.979","3.618","20.719","20.892","7.597","0.560","18.624","0.887","154.627"
"3","GTLM","Antonio Garcia","3","1:20.535","29:20.602","Green","Track","5.854","3.711","21.656","21.340","7.553","0.553","18.990","0.878","156.584"
"912","GTLM","Earl Bamber","3","1:22.562","29:32.413","Green","Track","6.139","3.825","22.504","21.596","7.544","0.554","19.443","0.957","156.301"
"4","GTLM","Tommy Milner","1","29:36.696","29:36.696","Green","Track","1753.370","9.707","27.589","27.361","7.740","0.566","20.503","0.964","152.987"
"62","GTLM","Toni Vilander","3","1:19.018","29:39.061","Green","Track","5.798","3.642","20.894","21.151","7.551","0.553","18.551","0.878","156.584"
"25","GTLM","Bill Auberlen","2","1:21.586","29:57.585","Green","Track","5.992","3.841","22.010","21.349","7.596","0.561","19.364","0.873","154.351"
"68","GTLM","Daniel Serra","2","1:22.114","30:05.354","Green","Track","5.908","3.625","21.889","21.877","7.767","0.571","19.598","0.879","151.648"
"911","GTLM","Nick Tandy","3","1:21.135","30:17.392","Green","Track","5.951","3.790","21.474","21.759","7.671","0.562","19.019","0.909","154.076"
