"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP3"
"23","GTD","Mario Farnbacher","12","2:58.002","22:43.648","Green","Track","98.638","23.932","24.403","11.889","0.446","7.864","4.173","6.657","153.129"
"911","GTLM","Nick Tandy","13","1:16.979","22:46.328","Green","Track","3.009","20.019","23.663","11.849","0.444","7.459","4.041","6.495","153.819"
"4","GTLM","Oliver Gavin","13","1:16.527","22:48.223","Green","Track","3.026","20.046","23.228","11.670","0.438","7.539","4.094","6.486","155.926"
"27","GTD","Fabio Babini","13","3:23.693","22:49.191","Green","Pit","3.131","21.169","23.951","11.643","0.435","8.276","6.489","128.599","157.001"
"25","GTLM","Bill Auberlen","12","1:15.827","22:49.994","Green","Track","3.147","19.748","23.208","11.450","0.430","7.293","4.016","6.535","158.827"
"100","GTLM","Lucas Luhr","13","1:16.035","22:51.283","Green","Track","2.994","19.708","23.374","11.528","0.431","7.399","4.038","6.563","158.458"
"5","P","Joao Barbosa","14","1:10.883","22:51.843","Green","Track","2.778","18.134","21.969","10.840","0.412","6.868","3.812","6.070","165.766"
"10","P","Ricky Taylor","15","1:23.050","22:57.362","Green","Pit","2.771","18.677","22.644","10.793","0.407","7.200","7.159","13.399","167.802"
"20","PC","Johnny Mowlem","14","1:15.138","23:00.483","Green","Track","2.940","19.673","23.597","11.195","0.425","6.943","3.985","6.380","160.695"
"33","GTD","Jeroen Bleekemolen","13","1:18.923","23:02.459","Green","Track","3.000","20.870","24.191","11.700","0.437","7.772","4.275","6.678","156.283"
"912","GTLM","Earl Bamber","14","1:18.022","23:02.652","Green","Track","2.991","20.136","24.325","11.823","0.442","7.581","4.075","6.649","154.515"
"44","GTD","John Potter","16","1:20.751","23:06.037","Green","Track","3.375","21.448","24.613","11.763","0.439","8.149","4.309","6.655","155.571"
"88","PC","Richard Bradley","16","1:14.426","23:06.519","Green","Track","2.850","19.989","22.722","11.111","0.420","7.109","3.997","6.228","162.608"
"97","GTD","Markus Palttala","16","1:19.745","23:10.347","Green","Track","3.053","21.116","24.488","11.678","0.436","7.759","4.346","6.869","156.641"
"66","GTLM","Joey Hand","13","1:20.170","23:14.470","Green","Track","2.962","19.854","23.679","11.679","0.496","9.888","5.150","6.462","137.692"
"48","GTD","Madison Snow","13","2:59.569","23:14.979","Green","Pit","3.319","21.068","24.357","11.675","0.462","8.805","7.032","102.851","147.826"
"96","GTD","Bret Curtis","12","1:33.159","23:29.042","Green","Track","9.551","26.129","25.282","11.928","0.445","8.196","4.699","6.929","153.473"
"60","P","Oswaldo Negri","10","1:24.679","23:32.160","Green","Track","9.612","23.007","22.534","10.931","0.432","7.768","4.144","6.251","158.091"
"9","GTD","Lawson Aschenbach","10","1:19.057","23:33.494","Green","Track","3.083","20.699","24.125","11.858","0.440","7.760","4.393","6.699","155.217"
"16","GTD","Spencer Pumpelly","14","1:20.625","23:35.433","Green","Track","3.084","20.862","23.959","11.619","0.433","8.371","5.663","6.634","157.726"
"62","GTLM","Giancarlo Fisichella","15","1:32.966","23:38.268","Green","Track","9.552","27.109","24.884","11.900","0.446","8.135","4.374","6.566","153.129"
"22","GTD","Cooper MacNeil","14","1:22.964","23:42.683","Green","Track","3.411","22.237","24.832","11.871","0.443","8.682","4.502","6.986","154.166"
"85","PC","Stephen Simpson","14","1:26.777","23:43.559","Green","Track","9.650","23.127","24.299","11.195","0.426","7.629","4.141","6.310","160.318"
"67","GTLM","Ryan Briscoe","14","1:19.399","23:47.872","Green","Track","3.318","20.391","23.676","12.578","0.535","8.355","4.170","6.376","127.655"
"31","P","Dane Cameron","16","1:10.999","23:49.594","Green","Track","2.724","17.871","22.470","10.908","0.413","6.769","3.782","6.062","165.364"
"52","PC","Tom Kimber-Smith","16","1:16.025","23:52.135","Green","Track","2.813","18.600","23.937","11.207","0.425","8.028","4.662","6.353","160.695"
"63","GTD","Christina Nielsen","13","1:21.988","23:53.820","Green","Track","3.221","21.421","25.044","11.969","0.448","8.545","4.494","6.846","152.445"
"23","GTD","Mario Farnbacher","13","1:18.615","24:02.263","Green","Track","3.107","20.395","24.070","11.895","0.446","7.822","4.205","6.675","153.129"
"911","GTLM","Nick Tandy","14","1:17.147","24:03.475","Green","Track","2.974","19.830","23.994","11.826","0.443","7.505","4.072","6.503","154.166"
"4","GTLM","Oliver Gavin","14","1:16.217","24:04.440","Green","Track","2.996","19.882","23.200","11.636","0.435","7.537","4.022","6.509","157.001"
"5","P","Joao Barbosa","15","1:12.735","24:04.578","Green","Track","2.854","18.343","22.275","10.806","0.409","7.746","4.038","6.264","166.982"
"25","GTLM","Bill Auberlen","13","1:16.487","24:06.481","Green","Track","2.939","19.583","23.713","11.452","0.429","7.717","4.280","6.374","159.197"
"73","GTD","Patrick Lindsey","11","7:44.742","24:08.882","Green","Pit","3.094","20.985","24.287","11.826","0.441","7.899","6.286","389.924","154.865"
"38","PC","Kyle Marcelli","12","3:00.070","24:09.529","Green","Pit","2.981","20.765","23.458","11.224","0.428","7.152","7.482","106.580","159.569"
"0","P","Katherine Legge","9","1:27.097","24:10.109","Green","Track","9.786","24.637","23.439","10.600","0.399","7.485","4.332","6.419","171.167"
"20","PC","Johnny Mowlem","15","1:15.118","24:15.601","Green","Track","2.835","20.666","22.685","11.185","0.425","7.044","3.991","6.287","160.695"
"100","GTLM","Lucas Luhr","14","1:27.375","24:18.658","Green","Pit","2.959","21.128","23.496","11.613","0.436","7.611","6.600","13.532","156.641"
"912","GTLM","Earl Bamber","15","1:17.978","24:20.630","Green","Track","3.075","20.286","24.209","11.874","0.445","7.522","4.018","6.549","153.473"
"88","PC","Richard Bradley","17","1:14.296","24:20.815","Green","Track","2.943","19.524","22.704","11.065","0.417","7.384","4.021","6.238","163.778"
"27","GTD","Cedric Sbirrazzuoli","14","1:35.208","24:24.399","Green","Track","9.943","25.861","25.030","12.475","0.452","10.026","4.462","6.959","151.096"
"44","GTD","John Potter","17","1:21.100","24:27.137","Green","Track","3.101","21.897","24.621","11.793","0.440","8.147","4.372","6.729","155.217"
"66","GTLM","Joey Hand","14","1:16.487","24:30.957","Green","Track","2.921","19.778","23.682","11.659","0.436","7.441","4.036","6.534","156.641"
"60","P","Oswaldo Negri","11","1:12.083","24:44.243","Green","Track","2.716","18.763","22.337","10.866","0.413","6.857","4.001","6.130","165.364"
"48","GTD","Bryan Sellers","14","1:32.159","24:47.138","Green","Track","9.540","25.589","25.177","12.091","0.441","8.156","4.443","6.722","154.865"
"96","GTD","Bret Curtis","13","1:21.214","24:50.256","Green","Track","3.300","21.468","24.741","11.877","0.442","7.911","4.549","6.926","154.515"
"3","GTLM","Antonio Garcia","14","4:11.437","24:50.480","Green","Track","170.486","25.820","23.884","11.681","0.437","8.080","4.372","6.677","156.283"
"16","GTD","Spencer Pumpelly","15","1:18.087","24:53.520","Green","Track","3.038","20.540","23.832","11.578","0.428","7.661","4.357","6.653","159.569"
"62","GTLM","Giancarlo Fisichella","16","1:18.233","24:56.501","Green","Track","3.080","20.545","24.016","11.801","0.443","7.697","4.178","6.473","154.166"
"85","PC","Stephen Simpson","15","1:16.654","25:00.213","Green","Track","3.074","19.803","24.145","11.659","0.436","7.333","3.993","6.211","156.641"
"31","P","Dane Cameron","17","1:11.320","25:00.914","Green","Track","2.741","18.256","22.237","10.827","0.406","6.878","3.848","6.127","168.215"
"22","GTD","Cooper MacNeil","15","1:21.785","25:04.468","Green","Track","3.393","22.053","24.550","11.849","0.441","8.291","4.356","6.852","154.865"
"52","PC","Tom Kimber-Smith","17","1:12.408","25:04.543","Green","Track","2.812","18.474","22.557","11.049","0.420","6.778","4.021","6.297","162.608"
"67","GTLM","Ryan Briscoe","15","1:20.200","25:08.072","Green","Track","3.001","20.331","24.161","11.985","0.577","9.488","4.205","6.452","118.363"
"63","GTD","Christina Nielsen","14","1:21.158","25:14.978","Green","Track","3.228","21.426","24.478","11.951","0.448","8.379","4.394","6.854","152.445"
"5","P","Joao Barbosa","16","1:14.338","25:18.916","Green","Track","2.782","19.232","23.070","10.903","0.410","7.370","4.409","6.162","166.574"
"8","PC","Renger van der Zande","12","8:54.557","25:19.616","Green","Track","454.816","22.954","23.461","11.219","0.426","10.249","4.964","6.468","160.318"
"23","GTD","Mario Farnbacher","14","1:18.600","25:20.863","Green","Track","3.103","20.383","23.984","11.874","0.443","7.769","4.280","6.764","154.166"
"4","GTLM","Oliver Gavin","15","1:16.690","25:21.130","Green","Track","3.081","20.027","23.334","11.639","0.436","7.526","4.120","6.527","156.641"
"0","P","Katherine Legge","10","1:14.143","25:24.252","Green","Track","2.913","19.952","22.718","10.534","0.398","7.115","4.277","6.236","171.597"
"20","PC","Johnny Mowlem","16","1:13.448","25:29.049","Green","Track","2.821","18.679","22.871","11.177","0.425","7.066","3.986","6.423","160.695"
"25","GTLM","Bill Auberlen","14","1:25.842","25:32.323","Green","Pit","2.934","19.533","23.275","11.450","0.429","7.599","6.867","13.755","159.197"
"38","PC","Kyle Marcelli","13","1:24.534","25:34.063","Green","Track","9.711","22.957","22.910","11.188","0.426","7.079","4.028","6.235","160.318"
"88","PC","Richard Bradley","18","1:16.725","25:37.540","Green","Track","3.096","19.294","23.940","11.092","0.456","8.294","4.288","6.265","149.771"
"912","GTLM","Earl Bamber","16","1:17.911","25:38.541","Green","Track","2.985","20.084","24.246","11.836","0.443","7.627","4.042","6.648","154.166"
"73","GTD","Patrick Lindsey","12","1:30.896","25:39.778","Green","Track","9.671","23.975","24.781","12.028","0.546","8.808","4.336","6.751","125.083"
"27","GTD","Cedric Sbirrazzuoli","15","1:20.147","25:44.546","Green","Track","3.232","21.280","24.403","11.693","0.435","8.113","4.320","6.671","157.001"
"44","GTD","John Potter","18","1:20.082","25:47.219","Green","Track","3.125","21.109","24.357","11.795","0.441","8.179","4.388","6.688","154.865"
"66","GTLM","Joey Hand","15","1:16.437","25:47.394","Green","Track","2.974","19.621","23.532","11.589","0.435","7.504","4.219","6.563","157.001"
"6","GTD","Andrew Davis","13","5:44.313","25:50.178","Green","Pit","3.061","20.400","24.243","11.800","0.440","8.423","6.763","269.183","155.217"
"60","P","Oswaldo Negri","12","1:10.522","25:54.765","Green","Track","2.719","17.804","22.027","10.826","0.412","6.716","3.885","6.133","165.766"
"48","GTD","Bryan Sellers","15","1:19.004","26:06.142","Green","Track","3.135","21.054","23.998","11.693","0.436","7.643","4.322","6.723","156.641"
"54","PC","Colin Braun","13","4:10.862","26:07.655","Green","Pit","2.736","18.712","22.670","11.109","0.423","7.009","5.934","182.269","161.455"
"3","GTLM","Antonio Garcia","15","1:19.528","26:10.008","Green","Track","3.332","20.597","23.600","11.712","0.440","8.133","5.163","6.551","155.217"
"96","GTD","Bret Curtis","14","1:21.187","26:11.443","Green","Track","3.244","21.612","24.426","11.803","0.441","8.084","4.677","6.900","154.865"
