"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SPS"
"85","PC","Stephen Simpson","4","1:30.273","8:47.113","Green","Track","0.615","6.909","8.763","13.491","8.916","11.847","13.124","19.464","1.832","5.312","134.146"
"31","P","Dane Cameron","2","1:24.317","8:51.307","Green","Track","0.592","6.717","8.284","12.223","8.185","11.156","12.248","18.166","1.668","5.078","139.358"
"5","P","Joao Barbosa","5","1:36.948","9:00.747","Green","Pit","0.590","6.669","7.780","11.473","7.826","10.481","12.406","19.926","4.484","15.313","139.831"
"912","GTLM","Frederic Makowiecki","2","1:24.327","9:02.207","Green","Track","0.652","7.252","8.072","11.954","8.347","10.956","12.349","17.446","1.768","5.531","126.534"
"90","P","Marc Goossens","5","1:21.380","9:09.635","Green","Track","0.589","6.731","7.873","11.699","7.924","10.432","11.969","17.338","1.701","5.124","140.068"
"88","PC","Ashley Freiberg","2","1:30.015","9:12.793","Green","Track","0.615","6.949","8.321","12.976","9.068","11.794","13.196","19.954","1.839","5.303","134.146"
"10","P","Jordan Taylor","5","1:20.567","9:13.704","Green","Track","0.597","6.755","7.534","11.725","8.317","10.036","11.805","17.025","1.663","5.110","138.191"
"911","GTLM","Nick Tandy","3","1:22.810","9:18.412","Green","Track","0.647","7.209","7.435","11.553","8.180","10.484","12.787","17.229","1.756","5.530","127.512"
"52","PC","Tom Kimber-Smith","5","1:23.715","9:27.372","Green","Track","0.615","6.921","7.785","12.061","8.258","10.630","12.209","18.070","1.829","5.337","134.146"
"4","GTLM","Tommy Milner","3","1:22.668","9:30.354","Green","Track","0.642","7.163","7.730","11.578","8.258","10.707","12.257","17.089","1.744","5.500","128.505"
"38","PC","James French","3","1:46.194","9:33.896","Green","Pit","0.660","8.003","9.114","13.996","8.907","11.973","13.981","19.709","4.461","15.390","125.000"
"20","PC","Johnny Mowlem","5","1:23.594","9:35.488","Green","Track","0.605","6.806","7.917","12.018","8.104","10.831","12.729","17.488","1.787","5.309","136.364"
"70","P","Joel Miller","5","1:22.596","9:35.868","Green","Track","0.591","6.633","7.903","11.659","8.038","10.564","12.442","17.853","1.790","5.123","139.594"
"62","GTLM","Toni Vilander","3","1:26.380","9:37.036","Green","Track","0.645","7.213","8.179","11.986","8.278","10.956","13.095","18.646","1.812","5.570","127.907"
"3","GTLM","Antonio Garcia","4","1:25.735","9:56.974","Green","Track","0.643","7.165","7.910","11.769","8.842","11.570","12.644","17.925","1.761","5.506","128.305"
"68","GTLM","Daniel Serra","5","1:27.625","9:57.913","Green","Track","0.646","7.234","8.059","11.930","9.253","12.096","12.677","18.382","1.792","5.556","127.709"
"60","P","Oswaldo Negri","2","2:49.158","10:06.327","Green","Track","0.000","0.000","14.806","15.174","10.805","12.756","15.948","22.207","1.828","5.219","0.000"
"8","PC","Renger van der Zande","5","1:24.943","10:09.193","Green","Track","0.605","6.865","7.828","12.069","8.164","11.180","12.269","18.706","1.872","5.385","136.364"
"31","P","Dane Cameron","3","1:22.964","10:14.271","Green","Track","0.591","6.662","7.872","11.845","8.039","10.652","12.369","18.230","1.638","5.066","139.594"
"54","PC","Jonathan Bennett","4","1:29.959","10:14.312","Green","Track","0.616","7.167","8.736","12.834","8.710","11.561","12.846","20.202","1.865","5.422","133.929"
"85","PC","Stephen Simpson","5","1:31.031","10:18.144","Green","Track","0.611","6.865","8.604","12.554","8.552","12.083","14.597","20.048","1.818","5.299","135.025"
"912","GTLM","Frederic Makowiecki","3","1:23.808","10:26.015","Green","Track","0.645","7.195","7.672","11.730","8.180","10.583","12.456","18.117","1.734","5.496","127.907"
"90","P","Marc Goossens","6","1:21.346","10:30.981","Green","Track","0.596","6.715","7.856","11.551","7.937","10.586","11.828","17.454","1.706","5.117","138.423"
"10","P","Jordan Taylor","6","1:20.525","10:34.229","Green","Track","0.595","6.719","7.616","12.130","7.985","9.993","11.787","16.932","1.656","5.112","138.655"
"911","GTLM","Nick Tandy","4","1:23.216","10:41.628","Green","Track","0.646","7.191","7.285","11.224","8.199","10.380","12.344","18.632","1.771","5.544","127.709"
"52","PC","Tom Kimber-Smith","6","1:23.294","10:50.666","Green","Track","0.617","6.927","7.703","11.884","8.192","10.421","12.138","18.308","1.800","5.304","133.712"
"4","GTLM","Tommy Milner","4","1:22.298","10:52.652","Green","Track","0.639","7.151","7.550","11.377","8.146","10.531","12.211","17.373","1.778","5.542","129.108"
"88","PC","Ashley Freiberg","3","1:41.772","10:54.565","Green","Pit","0.610","6.873","8.094","13.040","8.434","10.951","12.744","20.544","5.090","15.392","135.246"
"20","PC","Johnny Mowlem","6","1:21.924","10:57.412","Green","Track","0.613","6.856","7.454","11.626","8.018","10.353","11.929","17.884","1.862","5.329","134.584"
"70","P","Joel Miller","6","1:22.366","10:58.234","Green","Track","0.587","6.639","7.751","11.634","8.031","10.422","11.745","18.605","1.795","5.157","140.545"
"62","GTLM","Toni Vilander","4","1:23.363","11:00.399","Green","Track","0.643","7.175","7.749","11.662","8.214","10.710","12.575","17.360","1.758","5.517","128.305"
"66","GTLM","Dirk Muller","3","2:34.878","11:10.073","Green","Pit","0.647","7.141","7.786","11.825","8.339","10.559","13.339","75.995","4.067","15.180","127.512"
"3","GTLM","Antonio Garcia","5","1:22.596","11:19.570","Green","Track","0.641","7.150","7.739","11.415","8.233","10.526","12.387","17.272","1.738","5.495","128.705"
"68","GTLM","Daniel Serra","6","1:23.742","11:21.655","Green","Track","0.641","7.165","7.844","11.592","8.228","10.626","12.574","17.735","1.778","5.559","128.705"
"60","P","Oswaldo Negri","3","1:28.230","11:34.557","Green","Track","0.602","6.906","9.043","13.282","8.874","11.355","12.735","18.531","1.731","5.171","137.043"
"8","PC","Renger van der Zande","6","1:27.610","11:36.803","Green","Track","0.613","6.906","7.702","12.625","8.293","11.417","12.669","20.382","1.772","5.231","134.584"
"0","P","Andy Meyrick","2","5:54.679","11:37.342","Green","Track","0.000","0.000","15.057","14.080","8.659","12.353","16.096","20.520","1.733","5.049","0.000"
"31","P","Dane Cameron","4","1:23.382","11:37.653","Green","Track","0.588","6.652","7.681","11.675","7.934","11.542","11.921","18.739","1.636","5.014","140.306"
"55","P","Tristan Nunez","1","9:10.863","11:41.802","Green","Track","0.000","0.000","15.416","15.764","9.385","13.668","13.348","19.902","1.943","5.311","0.000"
"54","PC","Jonathan Bennett","5","1:28.229","11:42.541","Green","Track","0.656","7.165","8.327","12.701","8.659","11.380","12.832","19.410","1.811","5.288","125.762"
"85","PC","Stephen Simpson","6","1:26.181","11:44.325","Green","Track","0.609","6.859","8.331","12.314","8.552","11.409","12.616","18.447","1.769","5.275","135.468"
"912","GTLM","Frederic Makowiecki","4","1:21.530","11:47.545","Green","Track","0.641","7.168","7.457","11.500","8.067","10.351","12.189","16.845","1.775","5.537","128.705"
"10","P","Jordan Taylor","7","1:18.594","11:52.823","Green","Track","0.598","6.735","7.368","11.106","7.839","9.984","11.634","16.614","1.632","5.084","137.960"
"911","GTLM","Nick Tandy","5","1:20.658","12:02.286","Green","Track","0.643","7.183","7.263","11.160","8.102","10.265","12.155","16.680","1.721","5.486","128.305"
"90","P","Marc Goossens","7","1:33.564","12:04.545","Green","Pit","0.593","6.674","7.824","11.660","7.995","10.268","11.710","16.865","4.693","15.282","139.123"
"52","PC","Tom Kimber-Smith","7","1:21.882","12:12.548","Green","Track","0.611","6.884","7.446","11.747","8.219","10.326","12.041","17.515","1.789","5.304","135.025"
"4","GTLM","Tommy Milner","5","1:21.234","12:13.886","Green","Track","0.645","7.148","7.529","11.258","8.106","10.355","12.106","16.776","1.786","5.525","127.907"
"20","PC","Johnny Mowlem","7","1:20.883","12:18.295","Green","Track","0.610","6.854","7.458","11.506","7.934","10.159","11.776","17.495","1.810","5.281","135.246"
"70","P","Joel Miller","7","1:20.291","12:18.525","Green","Track","0.590","6.644","7.453","11.552","7.980","10.220","11.511","17.415","1.791","5.135","139.831"
"62","GTLM","Giancarlo Fisichella","5","1:21.738","12:22.137","Green","Track","0.640","7.166","7.449","11.295","8.143","10.512","12.356","16.904","1.753","5.520","128.906"
"100","GTLM","John Edwards","1","10:12.535","12:40.735","Green","Track","0.000","0.000","14.715","14.052","9.516","12.490","13.708","19.040","1.853","5.558","0.000"
"3","GTLM","Antonio Garcia","6","1:21.874","12:41.444","Green","Track","0.639","7.148","7.709","11.311","8.156","10.455","12.305","16.901","1.754","5.496","129.108"
"68","GTLM","Daniel Serra","7","1:23.443","12:45.098","Green","Track","0.641","7.156","7.660","11.589","8.284","10.710","12.630","17.456","1.769","5.548","128.705"
"60","P","Oswaldo Negri","4","1:23.437","12:57.994","Green","Track","0.601","6.741","8.075","12.327","8.346","10.722","12.323","17.453","1.684","5.165","137.271"
"31","P","Dane Cameron","5","1:20.934","12:58.587","Green","Track","0.580","6.521","8.034","11.588","7.892","10.501","11.911","17.255","1.610","5.042","142.241"
"8","PC","Renger van der Zande","7","1:23.338","13:00.141","Green","Track","0.606","6.840","7.576","11.866","8.107","10.829","12.560","18.041","1.712","5.201","136.139"
"0","P","Andy Meyrick","3","1:24.430","13:01.772","Green","Track","0.588","6.681","8.628","12.359","8.058","10.755","12.149","18.471","1.688","5.053","140.306"
"55","P","Tristan Nunez","2","1:27.399","13:09.201","Green","Track","0.600","6.921","8.806","12.811","8.465","11.441","12.660","18.589","1.861","5.245","137.500"
"912","GTLM","Frederic Makowiecki","5","1:24.528","13:12.073","Green","Track","0.643","7.164","7.264","11.333","8.071","10.484","12.684","19.637","1.737","5.511","128.305"
"85","PC","Stephen Simpson","7","1:27.795","13:12.120","Green","Track","0.610","6.836","8.163","12.352","8.491","11.303","12.704","20.101","1.876","5.359","135.246"
"54","PC","Jonathan Bennett","6","1:30.203","13:12.744","Green","Track","0.609","6.961","8.765","12.644","8.579","11.388","13.100","21.067","1.791","5.299","135.468"
"10","P","Jordan Taylor","8","1:20.354","13:13.177","Green","Track","0.597","6.749","7.276","11.012","7.845","9.991","11.629","18.517","1.632","5.106","138.191"
"25","GTLM","Dirk Werner","1","10:50.344","13:14.195","Green","Track","0.000","0.000","14.126","13.542","9.150","12.016","13.959","22.734","2.000","5.662","0.000"
"911","GTLM","Nick Tandy","6","1:19.939","13:22.225","Green","Track","0.643","7.163","7.160","10.987","8.032","10.147","12.100","16.505","1.717","5.485","128.305"
"4","GTLM","Tommy Milner","6","1:20.868","13:34.754","Green","Track","0.641","7.135","7.386","11.275","8.110","10.335","12.096","16.673","1.728","5.489","128.705"
"62","GTLM","Giancarlo Fisichella","6","1:21.814","13:43.951","Green","Track","0.641","7.138","7.457","11.292","8.037","10.747","12.216","16.982","1.780","5.524","128.705"
"70","P","Joel Miller","8","1:32.419","13:50.944","Green","Pit","0.588","6.595","7.665","11.371","7.860","10.400","11.596","17.102","3.901","15.341","140.306"
"20","PC","Johnny Mowlem","8","1:35.309","13:53.604","Green","Pit","0.609","6.809","8.121","11.915","8.042","10.554","12.127","17.970","3.725","15.437","135.468"
"68","GTLM","Daniel Serra","8","1:24.770","14:09.868","Green","Track","0.643","7.181","7.603","11.567","8.337","11.546","12.650","17.902","1.785","5.556","128.305"
"100","GTLM","John Edwards","2","1:30.217","14:10.952","Green","Track","0.641","7.284","9.340","12.680","8.710","11.750","13.682","18.791","1.811","5.528","128.705"
"3","GTLM","Antonio Garcia","7","1:36.683","14:18.127","Green","Pit","0.642","7.115","7.616","11.400","8.170","11.753","12.335","17.888","4.568","15.196","128.505"
"60","P","Oswaldo Negri","5","1:21.829","14:19.823","Green","Track","0.600","6.724","7.756","12.052","8.203","10.493","12.088","17.065","1.688","5.160","137.500"
"31","P","Dane Cameron","6","1:21.546","14:20.133","Green","Track","0.587","6.598","7.826","11.832","8.064","10.833","11.769","17.391","1.617","5.029","140.545"
"8","PC","Renger van der Zande","8","1:21.851","14:21.992","Green","Track","0.604","6.810","7.534","11.774","7.976","10.860","12.004","17.447","1.678","5.164","136.589"
"0","P","Andy Meyrick","4","1:22.513","14:24.285","Green","Track","0.590","6.652","7.822","12.042","7.986","10.813","11.960","17.944","1.674","5.030","139.831"
"55","P","Tristan Nunez","3","1:24.581","14:33.782","Green","Track","0.596","6.759","8.339","12.409","8.219","11.076","12.275","17.824","1.854","5.230","138.423"
"912","GTLM","Frederic Makowiecki","6","1:27.417","14:39.490","Green","Track","0.639","7.186","8.337","13.025","8.548","11.333","13.154","18.005","1.718","5.472","129.108"
"54","PC","Jonathan Bennett","7","1:29.833","14:42.577","Green","Track","0.606","6.942","8.978","13.485","9.122","11.678","12.732","19.175","1.805","5.310","136.139"
"38","PC","James French","4","5:11.661","14:45.557","Green","Track","0.000","0.000","14.907","15.095","10.395","12.698","13.268","19.963","1.781","5.283","0.000"
"25","GTLM","Dirk Werner","2","1:32.359","14:46.554","Green","Track","0.639","7.153","8.606","12.951","9.463","12.799","13.436","20.060","1.781","5.471","129.108"
"5","P","Joao Barbosa","6","5:46.039","14:46.786","Green","Track","0.000","0.000","14.214","12.289","8.124","11.051","11.973","19.631","1.653","5.065","0.000"
"10","P","Jordan Taylor","9","1:37.212","14:50.389","Green","Pit","0.593","6.666","8.228","13.573","9.068","10.527","12.382","17.320","3.627","15.228","139.123"
"911","GTLM","Nick Tandy","7","1:29.530","14:51.755","Green","Track","0.641","7.136","7.479","12.201","8.394","10.975","12.431","23.095","1.704","5.474","128.705"
"4","GTLM","Tommy Milner","7","1:21.219","14:55.973","Green","Track","0.641","7.127","7.487","11.247","8.163","10.274","12.200","16.864","1.733","5.483","128.705"
"52","PC","Tom Kimber-Smith","8","2:53.845","15:06.393","Green","Pit","0.613","6.879","7.387","11.544","8.107","84.341","13.746","21.125","4.714","15.389","134.584"
"85","PC","Stephen Simpson","8","1:54.883","15:07.003","Green","Track","0.624","6.936","8.035","13.116","8.591","11.567","12.801","45.956","1.883","5.374","132.212"
"62","GTLM","Giancarlo Fisichella","7","1:23.809","15:07.760","Green","Track","0.641","7.157","7.639","11.437","8.066","10.373","12.209","19.006","1.767","5.514","128.705"
"66","GTLM","Dirk Muller","4","4:02.742","15:12.815","Green","Track","0.000","0.000","14.070","12.777","8.606","11.027","12.608","19.473","1.814","5.539","0.000"
"68","GTLM","Daniel Serra","9","1:23.129","15:32.997","Green","Track","0.642","7.167","7.530","11.532","8.156","10.497","12.555","17.665","1.822","5.563","128.505"
"100","GTLM","John Edwards","3","1:24.893","15:35.845","Green","Track","0.634","7.074","7.887","12.061","8.595","11.039","12.702","17.649","1.773","5.479","130.126"
"60","P","Oswaldo Negri","6","1:20.160","15:39.983","Green","Track","0.597","6.696","7.463","11.634","8.017","10.147","11.855","16.957","1.684","5.110","138.191"
"31","P","Dane Cameron","7","1:19.961","15:40.094","Green","Track","0.583","6.549","7.785","11.582","7.900","10.274","11.573","17.124","1.603","4.988","141.509"
"8","PC","Renger van der Zande","9","1:20.199","15:42.191","Green","Track","0.602","6.782","7.404","11.488","7.881","10.379","11.841","17.012","1.659","5.151","137.043"
"0","P","Andy Meyrick","5","1:21.187","15:45.472","Green","Track","0.594","6.623","7.424","11.850","7.922","10.338","11.776","17.939","1.689","5.032","138.889"
"55","P","Tristan Nunez","4","1:22.371","15:56.153","Green","Track","0.596","6.727","7.740","11.958","8.032","10.520","12.007","17.691","1.870","5.230","138.423"
"912","GTLM","Frederic Makowiecki","7","1:20.436","15:59.926","Green","Track","0.640","7.129","7.320","11.300","7.951","10.259","12.098","16.539","1.724","5.476","128.906"
"54","PC","Jonathan Bennett","8","1:26.063","16:08.640","Green","Track","0.614","6.883","8.166","12.249","8.391","11.154","12.569","18.900","1.810","5.327","134.365"
"5","P","Joao Barbosa","7","1:21.939","16:08.725","Green","Track","0.586","6.673","8.174","12.349","8.108","10.446","11.568","17.336","1.644","5.055","140.785"
"911","GTLM","Nick Tandy","8","1:21.588","16:13.343","Green","Track","0.642","7.147","7.173","10.980","8.081","10.270","12.056","18.051","1.704","5.484","128.505"
"38","PC","James French","5","1:27.992","16:13.549","Green","Track","0.612","6.895","8.696","12.421","8.296","11.666","12.702","19.071","1.908","5.725","134.804"
"4","GTLM","Tommy Milner","8","1:22.138","16:18.111","Green","Track","0.639","7.121","7.579","11.620","8.341","10.515","12.223","16.903","1.730","5.467","129.108"
"25","GTLM","Dirk Werner","3","1:42.669","16:29.223","Green","Pit","0.633","7.075","8.949","12.689","8.528","12.082","13.608","19.693","4.244","15.168","130.332"
"85","PC","Stephen Simpson","9","1:29.836","16:36.839","Green","Track","0.614","6.859","8.601","12.925","9.152","12.473","13.047","19.138","1.768","5.259","134.365"
"62","GTLM","Giancarlo Fisichella","8","1:38.108","16:45.868","Green","Pit","0.637","7.111","7.843","13.225","8.545","10.752","12.566","17.583","4.700","15.146","129.513"
"68","GTLM","Daniel Serra","10","1:22.049","16:55.046","Green","Track","0.641","7.177","7.424","11.422","8.150","10.465","12.459","17.086","1.726","5.499","128.705"
"31","P","Dane Cameron","8","1:18.457","16:58.551","Green","Track","0.579","6.532","7.272","11.115","7.702","10.169","11.466","16.986","1.612","5.024","142.487"
"60","P","Oswaldo Negri","7","1:20.514","17:00.497","Green","Track","0.590","6.604","7.771","11.633","7.990","10.189","11.848","17.133","1.656","5.100","139.831"
"8","PC","Renger van der Zande","10","1:20.549","17:02.740","Green","Track","0.602","6.803","7.453","11.526","7.889","10.444","11.911","17.055","1.685","5.181","137.043"
"0","P","Andy Meyrick","6","1:21.281","17:06.753","Green","Track","0.583","6.642","7.699","11.701","7.982","10.302","11.879","17.757","1.705","5.031","141.509"
"100","GTLM","John Edwards","4","1:36.271","17:12.116","Green","Pit","0.635","7.070","7.845","11.935","8.260","10.874","12.579","18.191","3.747","15.135","129.921"
"55","P","Tristan Nunez","5","1:21.380","17:17.533","Green","Track","0.596","6.733","7.743","11.704","7.994","10.392","11.965","17.242","1.823","5.188","138.423"
"912","GTLM","Frederic Makowiecki","8","1:20.456","17:20.382","Green","Track","0.638","7.128","7.326","11.164","8.065","10.143","12.053","16.682","1.762","5.495","129.310"
"5","P","Joao Barbosa","8","1:17.703","17:26.428","Green","Track","0.587","6.683","7.199","10.966","7.746","9.937","11.433","16.425","1.658","5.069","140.545"
"54","PC","Jonathan Bennett","9","1:25.338","17:33.978","Green","Track","0.613","6.889","8.118","12.139","8.543","10.952","12.421","18.519","1.819","5.325","134.584"
"911","GTLM","Nick Tandy","9","1:20.772","17:34.115","Green","Track","0.639","7.145","7.156","10.913","8.037","10.179","12.006","17.523","1.689","5.485","129.108"
"38","PC","James French","6","1:25.713","17:39.262","Green","Track","0.644","7.215","7.961","12.026","8.216","11.207","12.623","18.924","1.704","5.193","128.106"
