"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP3"
"90","P","Ryan Dalziel","50","1:12.259","1:01:41.886","Green","Track","2.827","18.767","22.382","10.811","0.407","6.910","3.873","6.282","167.802"
"10","P","Jordan Taylor","50","1:11.942","1:01:43.225","Green","Track","2.788","18.655","22.397","10.854","0.410","6.854","3.788","6.196","166.574"
"54","PC","Jonathan Bennett","48","1:59.434","1:01:46.584","Green","Pit","2.879","19.174","23.295","11.109","0.422","7.667","7.207","47.681","161.838"
"55","P","Jonathan Bomarito","50","1:14.986","1:01:47.565","Green","Track","2.887","19.703","23.799","10.830","0.416","7.350","3.865","6.136","164.172"
"9","GTD","Lawson Aschenbach","45","1:20.593","1:01:49.181","Green","Track","3.213","21.731","24.371","11.827","0.441","7.971","4.314","6.725","154.865"
"67","GTLM","Ryan Briscoe","47","1:17.544","1:01:49.292","Green","Track","3.015","20.033","23.826","11.682","0.437","7.779","4.175","6.597","156.283"
"911","GTLM","Nick Tandy","47","1:18.803","1:01:50.051","Green","Track","3.080","21.177","24.100","11.556","0.434","7.686","4.154","6.616","157.363"
"912","GTLM","Frederic Makowiecki","47","1:17.909","1:01:50.487","Green","Track","3.068","20.638","23.874","11.586","0.432","7.639","4.087","6.585","158.091"
"70","P","Joel Miller","50","1:13.351","1:01:50.887","Green","Track","2.738","18.495","23.233","10.724","0.409","7.458","4.090","6.204","166.982"
"63","GTD","Alessandro Balzan","45","1:18.725","1:01:52.889","Green","Track","3.068","20.694","24.178","11.848","0.445","7.699","4.204","6.589","153.473"
"100","GTLM","John Edwards","36","1:18.954","1:02:00.094","Green","Track","2.994","20.475","24.360","11.548","0.433","7.987","4.083","7.074","157.726"
"27","GTD","Fabio Babini","45","1:19.996","1:02:00.290","Green","Track","3.096","20.999","24.357","11.651","0.430","7.871","4.255","7.337","158.827"
"88","PC","Mark Kvamme","46","1:35.838","1:02:03.946","Green","Pit","3.075","22.089","26.088","12.216","0.468","8.860","8.602","14.440","145.930"
"62","GTLM","Toni Vilander","47","1:16.391","1:02:05.650","Green","Track","2.999","19.876","23.383","11.760","0.442","7.461","4.047","6.423","154.515"
"0","P","Katherine Legge","49","1:13.058","1:02:07.349","Green","Track","2.829","19.141","22.656","10.504","0.397","7.120","4.160","6.251","172.029"
"60","P","Oswaldo Negri Jr.","49","1:11.909","1:02:07.875","Green","Track","2.772","18.324","22.366","10.741","0.406","6.922","4.079","6.299","168.215"
"22","GTD","Leh Keen","45","1:19.525","1:02:09.855","Green","Track","3.143","21.014","24.114","11.922","0.443","7.822","4.286","6.781","154.166"
