"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"52","PC","Jose Gutierrez","14","1:16.743","24:07.264","Green","Track","5.633","3.637","19.977","20.528","7.289","0.543","18.288","0.848","159.468"
"62","GTLM","Toni Vilander","13","1:28.181","24:11.141","Green","Pit","5.782","3.604","20.761","21.099","7.513","0.555","19.589","9.278","156.020"
"73","GTD","Patrick Lindsey","12","3:12.592","24:13.281","Green","Pit","5.982","4.247","22.463","21.969","7.564","0.554","19.958","109.855","156.301"
"90","P","Ryan Dalziel","12","1:15.747","24:14.211","Green","Track","5.610","3.536","19.997","20.229","7.110","0.525","17.909","0.831","164.935"
"27","GTD","Paolo Ruberti","12","1:23.063","24:16.364","Green","Track","6.095","4.049","22.620","21.981","7.587","0.553","19.240","0.938","156.584"
"55","P","Spencer Pigot","16","1:23.891","24:18.792","Green","Pit","5.469","3.406","19.736","20.098","6.970","0.519","18.345","9.348","166.842"
"68","GTLM","Daniel Serra","14","1:18.340","24:19.934","Green","Track","5.751","3.481","20.495","20.998","7.493","0.553","18.692","0.877","156.584"
"10","P","Ricky Taylor","12","4:25.338","24:20.608","Green","Track","190.796","5.637","22.085","20.410","6.985","0.516","18.087","0.822","167.812"
"88","PC","Maxwell Hanratty","13","1:20.090","24:29.420","Green","Track","5.720","3.495","21.774","21.200","7.318","0.544","19.173","0.866","159.174"
"6","GTD","Robin Liddell","13","1:32.669","24:30.332","Green","Pit","6.088","3.825","22.182","22.385","7.650","0.561","20.583","9.395","154.351"
"20","PC","Don Yount","16","1:19.051","24:32.101","Green","Track","5.704","3.510","20.912","21.087","7.198","0.534","19.200","0.906","162.155"
"63","GTD","Alessandro Balzan","12","1:23.764","24:37.812","Green","Track","6.065","3.865","23.163","22.230","7.557","0.556","19.380","0.948","155.739"
"16","GTD","Richard Antinucci","13","1:45.469","24:39.349","Green","Track","23.675","5.361","23.981","22.176","8.198","0.608","20.475","0.995","142.419"
"23","GTD","Ian James","12","1:35.637","24:42.637","Green","Pit","6.134","3.965","22.986","22.708","7.595","0.557","21.387","10.305","155.459"
"912","GTLM","Earl Bamber","14","1:18.474","24:44.044","Green","Track","5.701","3.580","20.566","21.102","7.482","0.549","18.618","0.876","157.725"
"48","GTD","Bryan Sellers","14","2:25.219","24:45.850","Green","Track","58.022","5.055","27.132","25.792","8.093","0.570","19.598","0.957","151.914"
"3","GTLM","Antonio Garcia","14","1:23.979","24:46.043","Green","Track","6.108","3.763","22.115","22.053","8.834","0.596","19.588","0.922","145.287"
"31","P","Eric Curran","16","1:27.050","24:45.994","Green","Pit","5.428","3.363","20.755","20.947","7.103","0.525","19.260","9.669","164.935"
"2","P","Scott Sharp","12","1:15.718","24:55.019","Green","Track","5.563","3.475","20.009","20.359","7.093","0.532","17.859","0.828","162.765"
