"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SP2"
"62","GTLM","Giancarlo Fisichella","8","2:05.989","22:12.170","Green","Track","5.466","10.070","20.698","0.512","22.742","28.681","20.903","12.020","4.897","160.578"
"88","PC","Mark Kvamme","9","2:10.710","22:33.548","Green","Track","5.270","10.385","20.282","0.499","23.426","30.352","22.985","12.779","4.732","164.761"
"80","GTD","Dan Knox","8","2:16.766","22:33.856","Green","Track","5.430","10.993","21.579","0.510","24.886","32.265","22.864","13.230","5.009","161.208"
"96","GTD","Jens Klingmann","8","2:26.700","22:45.343","Green","Pit","5.491","10.665","21.177","0.515","24.109","29.872","21.815","14.431","18.625","159.643"
"55","P","Tristan Nunez","9","1:57.440","22:47.117","Green","Track","5.043","9.587","19.187","0.478","21.318","25.908","19.958","11.474","4.487","172.000"
"63","GTD","Christina Nielsen","8","5:46.213","22:49.137","Green","Track","211.126","16.110","22.379","0.523","24.929","30.679","22.436","13.006","5.025","157.201"
"67","GTLM","Ryan Briscoe","5","2:19.535","22:51.235","Green","Pit","5.385","10.033","20.399","0.506","22.139","28.014","20.572","14.159","18.328","162.482"
"44","GTD","John Potter","10","2:10.188","22:51.682","Green","Track","5.479","10.469","21.137","0.514","23.679","29.815","21.634","12.480","4.981","159.953"
"33","GTD","Jeroen Bleekemolen","7","2:25.203","23:01.831","Green","Pit","5.409","10.398","20.791","0.506","23.352","29.752","21.811","14.711","18.473","162.482"
"90","P","Marc Goossens","8","1:57.807","23:02.079","Green","Track","5.075","9.563","19.390","0.479","21.382","26.473","19.542","11.339","4.564","171.641"
"3","GTLM","Antonio Garcia","8","5:52.484","23:05.687","Green","Track","223.192","14.505","21.223","0.514","23.366","29.479","23.323","11.977","4.905","159.953"
"38","PC","Kyle Marcelli","9","2:00.340","23:18.335","Green","Track","5.208","10.023","19.897","0.496","21.825","26.670","20.046","11.514","4.661","165.758"
"5","P","Christian Fittipaldi","10","2:00.298","23:31.688","Green","Track","4.967","9.257","19.083","0.471","21.460","28.122","20.635","11.823","4.480","174.556"
"52","PC","Tom Kimber-Smith","10","2:03.251","23:31.741","Green","Track","5.267","9.547","19.781","0.502","21.717","29.284","20.506","11.943","4.704","163.777"
"27","GTD","Luca Persiani","2","2:16.127","23:32.691","Green","Track","5.682","11.144","22.068","0.528","25.184","31.136","22.322","12.884","5.179","155.712"
"77","GTD","David MacNeil","9","2:16.932","23:35.494","Green","Track","5.492","10.987","21.418","0.514","24.784","31.997","23.595","13.127","5.018","159.953"
"911","GTLM","Nick Tandy","9","5:44.056","23:37.926","Green","Track","213.962","13.557","21.908","0.540","24.966","29.997","21.904","12.240","4.982","152.252"
"73","GTD","Jorg Bergmeister","8","5:42.567","23:39.028","Green","Track","209.301","12.883","21.369","0.515","24.326","30.872","25.819","12.506","4.976","159.643"
"20","PC","Bruno Junqueira","10","2:06.500","23:47.164","Green","Track","5.258","9.584","19.658","0.500","25.044","29.651","20.645","11.472","4.688","164.432"
"60","P","Oswaldo Negri Jr.","9","1:58.476","23:48.970","Green","Track","4.998","9.486","19.095","0.478","21.618","27.303","19.637","11.386","4.475","172.000"
"26","PC","Don Yount","9","2:07.576","23:52.285","Green","Track","5.222","10.091","20.149","0.499","23.962","29.605","21.596","11.779","4.673","164.761"
"4","GTLM","Tommy Milner","8","8:18.073","23:53.750","Green","Track","367.080","14.672","21.706","0.641","26.050","29.700","21.288","12.005","4.931","128.262"
"97","GTD","Markus Palttala","10","2:08.507","23:56.111","Green","Track","5.452","10.314","20.734","0.516","23.264","28.960","21.603","12.579","5.085","159.333"
"66","GTLM","Joey Hand","9","2:21.054","23:57.138","Green","Pit","5.419","10.037","20.547","0.508","22.342","28.278","20.903","14.703","18.317","161.842"
"70","P","Tom Long","9","2:13.593","23:58.301","Green","Pit","5.016","9.315","19.385","0.480","21.529","26.121","19.373","13.823","18.551","171.283"
"25","GTLM","Bill Auberlen","10","2:04.159","24:00.384","Green","Track","5.456","9.858","20.403","0.516","22.258","28.185","20.502","12.044","4.937","159.333"
"912","GTLM","Frederic Makowiecki","10","2:04.728","24:01.902","Green","Track","5.376","9.970","20.470","0.509","22.377","28.415","20.730","11.981","4.900","161.524"
"7","PC","Gustavo Yacaman","10","2:01.726","24:11.420","Green","Track","5.262","9.902","19.809","0.499","21.787","27.209","20.537","12.014","4.707","164.761"
"22","GTD","Cooper MacNeil","9","2:34.770","24:13.760","Green","Track","23.116","13.627","21.799","0.515","24.536","30.750","22.809","12.614","5.004","159.643"
"48","GTD","Madison Snow","10","2:25.036","24:24.632","Green","Pit","5.375","10.745","20.997","0.507","23.009","29.541","21.511","15.005","18.346","162.162"
"62","GTLM","Giancarlo Fisichella","9","2:21.992","24:34.162","Green","Pit","5.424","10.027","20.532","0.512","22.249","28.937","21.149","14.659","18.503","160.578"
"16","GTD","Spencer Pumpelly","8","7:44.023","24:40.005","Green","Track","336.159","13.187","21.361","0.509","23.548","30.072","21.797","12.477","4.913","161.524"
"88","PC","Mark Kvamme","10","2:07.959","24:41.507","Green","Track","5.292","10.584","20.442","0.500","23.362","29.637","21.514","11.944","4.684","164.432"
"55","P","Tristan Nunez","10","1:57.139","24:44.256","Green","Track","5.035","9.554","18.978","0.479","21.213","26.357","19.787","11.251","4.485","171.641"
